"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,South Atlantic,2020,14,477,3,0,0,1,2,0,0
Census Regions,East South Central,2020,14,21,0,0,0,0,0,0,0
Census Regions,West South Central,2020,14,54,0,0,0,0,0,0,0
Census Regions,Mountain,2020,14,154,0,0,0,0,0,0,0
Census Regions,Pacific,2020,14,236,8,0,2,0,2,0,0
Census Regions,New England,2020,15,21,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,15,98,26,0,0,0,0,0,0
Census Regions,East North Central,2020,15,108,0,0,0,2,0,0,0
Census Regions,West North Central,2020,15,55,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,15,385,2,0,0,1,0,0,0
Census Regions,East South Central,2020,15,10,0,0,0,0,0,0,0
Census Regions,West South Central,2020,15,51,0,0,1,0,0,0,0
Census Regions,Mountain,2020,15,93,0,0,0,0,0,0,0
Census Regions,Pacific,2020,15,200,0,0,2,1,0,0,0
Census Regions,New England,2020,16,16,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,16,87,16,0,0,3,0,0,0
Census Regions,East North Central,2020,16,101,1,0,0,0,0,0,0
Census Regions,West North Central,2020,16,44,1,0,0,0,0,0,0
Census Regions,South Atlantic,2020,16,320,0,0,0,0,0,0,0
Census Regions,East South Central,2020,16,9,1,0,0,0,0,0,0
Census Regions,West South Central,2020,16,35,0,0,0,0,0,0,0
Census Regions,Mountain,2020,16,89,0,0,0,0,0,0,0
Census Regions,Pacific,2020,16,183,0,0,0,0,2,0,0
Census Regions,New England,2020,17,7,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,17,72,25,0,0,2,0,0,0
Census Regions,East North Central,2020,17,89,0,0,0,0,0,0,0
Census Regions,West North Central,2020,17,27,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,17,309,0,0,0,0,0,0,0
Census Regions,East South Central,2020,17,6,0,0,0,0,0,0,0
Census Regions,West South Central,2020,17,42,0,0,0,0,0,0,0
Census Regions,Mountain,2020,17,43,0,0,0,0,0,0,0
Census Regions,Pacific,2020,17,206,1,0,0,2,0,0,0
Census Regions,New England,2020,18,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,18,62,23,0,0,2,0,0,0
Census Regions,East North Central,2020,18,65,0,0,0,0,0,0,0
Census Regions,West North Central,2020,18,19,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,18,318,0,0,0,0,0,0,0
Census Regions,East South Central,2020,18,0,0,0,0,0,0,0,0
Census Regions,West South Central,2020,18,48,0,0,0,0,0,0,0
Census Regions,Mountain,2020,18,40,0,0,0,0,0,0,0
Census Regions,Pacific,2020,18,166,0,0,1,0,1,0,0
Census Regions,New England,2020,19,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,19,46,25,1,0,2,0,0,0
Census Regions,East North Central,2020,19,91,1,0,0,0,0,0,0
Census Regions,West North Central,2020,19,19,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,19,278,0,0,0,0,0,0,0
Census Regions,East South Central,2020,19,13,0,0,0,0,0,0,0
Census Regions,West South Central,2020,19,56,0,0,0,0,0,0,0
Census Regions,Mountain,2020,19,23,0,0,0,0,0,0,0
Census Regions,Pacific,2020,19,123,0,0,0,0,0,0,0
Census Regions,New England,2020,20,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,20,49,24,0,0,0,0,0,0
Census Regions,East North Central,2020,20,80,0,0,0,0,0,0,0
Census Regions,West North Central,2020,20,42,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,20,295,0,0,0,0,0,0,0
Census Regions,East South Central,2020,20,8,0,0,0,0,0,0,0
Census Regions,West South Central,2020,20,72,0,0,0,1,0,0,0
Census Regions,Mountain,2020,20,51,0,0,0,0,0,0,0
Census Regions,Pacific,2020,20,79,0,0,0,2,0,0,0
Census Regions,New England,2020,21,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,21,35,0,0,0,0,0,0,0
Census Regions,East North Central,2020,21,67,0,0,0,0,0,0,0
Census Regions,West North Central,2020,21,53,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,21,205,0,0,0,0,0,0,0
Census Regions,East South Central,2020,21,15,0,0,0,0,0,0,0
Census Regions,West South Central,2020,21,40,0,0,0,0,0,0,0
Census Regions,Mountain,2020,21,44,0,0,0,0,0,0,0
Census Regions,Pacific,2020,21,69,0,0,1,0,0,0,0
Census Regions,New England,2020,22,9,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,22,27,0,0,0,0,0,0,0
Census Regions,East North Central,2020,22,111,0,0,0,0,0,0,0
Census Regions,West North Central,2020,22,22,1,0,0,0,0,0,0
Census Regions,South Atlantic,2020,22,183,1,0,0,0,0,0,0
Census Regions,East South Central,2020,22,8,0,0,0,0,0,0,0
Census Regions,West South Central,2020,22,35,0,0,0,0,0,0,0
Census Regions,Mountain,2020,22,51,0,0,0,0,0,0,0
Census Regions,Pacific,2020,22,69,0,0,1,1,0,0,0
Census Regions,New England,2020,23,8,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,23,14,0,0,0,0,0,0,0
Census Regions,East North Central,2020,23,20,0,0,0,0,0,0,0
Census Regions,West North Central,2020,23,15,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,23,152,0,0,0,0,0,0,0
Census Regions,East South Central,2020,23,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,23,27,0,0,0,0,0,0,0
Census Regions,Mountain,2020,23,40,0,0,0,0,0,0,0
Census Regions,Pacific,2020,23,58,0,0,0,1,0,0,0
Census Regions,New England,2020,24,4,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,24,11,0,0,0,0,0,0,0
Census Regions,East North Central,2020,24,10,0,0,0,0,0,0,0
Census Regions,West North Central,2020,24,23,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,24,170,0,0,0,0,0,0,0
Census Regions,East South Central,2020,24,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,24,20,0,0,0,0,0,0,0
Census Regions,Mountain,2020,24,37,0,0,0,0,0,0,0
Census Regions,Pacific,2020,24,43,0,0,0,1,0,0,0
Census Regions,New England,2020,25,6,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,25,10,0,0,0,0,0,0,0
Census Regions,East North Central,2020,25,23,0,0,0,0,0,0,0
Census Regions,West North Central,2020,25,17,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,25,164,0,0,0,0,0,0,0
Census Regions,East South Central,2020,25,3,0,0,0,0,0,0,0
Census Regions,West South Central,2020,25,43,0,0,0,0,0,0,0
Census Regions,Mountain,2020,25,44,0,0,0,0,0,0,0
Census Regions,Pacific,2020,25,43,0,0,0,0,0,0,0
Census Regions,New England,2020,26,5,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2020,26,2,0,0,0,0,0,0,0
Census Regions,East North Central,2020,26,1,0,0,0,0,0,0,0
Census Regions,West North Central,2020,26,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,2020,26,29,0,0,0,0,0,0,0
Census Regions,East South Central,2020,26,1,0,0,0,0,0,0,0
Census Regions,West South Central,2020,26,21,0,0,0,0,0,0,0
Census Regions,Mountain,2020,26,20,0,0,0,0,0,0,0
Census Regions,Pacific,2020,26,37,0,0,0,0,0,0,0
